datetime,Heating Setpoint (New),Cooling Setpoint (New),Heating Deadband Up,Heating Deadband Down,Cooling Deadband Up,Cooling Deadband Down
 09/11  6:54,10,35,0.4,0.6,0.4,0.6
 09/11  6:55,10,35,0.4,0.6,0.4,0.6
 09/11  6:56,10,35,0.4,0.6,0.4,0.6
 09/11  6:57,10,35,0.4,0.6,0.4,0.6
 09/11  6:58,10,35,0.4,0.6,0.4,0.6
 09/11  6:59,10,35,0.4,0.6,0.4,0.6
 09/11  7:00,10,35,0.4,0.6,0.4,0.6
 09/11  7:01,10,35,0.4,0.6,0.4,0.6
 09/11  7:02,10,35,0.4,0.6,0.4,0.6
 09/11  7:03,10,35,0.4,0.6,0.4,0.6
 09/11  7:04,10,35,0.4,0.6,0.4,0.6
 09/11  7:05,10,35,0.4,0.6,0.4,0.6
 09/11  7:06,10,35,0.4,0.6,0.4,0.6
 09/11  7:07,10,35,0.4,0.6,0.4,0.6
 09/11  7:08,10,35,0.4,0.6,0.4,0.6
 09/11  7:09,10,35,0.4,0.6,0.4,0.6
 09/11  7:10,10,35,0.4,0.6,0.4,0.6
 09/11  7:11,10,35,0.4,0.6,0.4,0.6
 09/11  7:12,10,35,0.4,0.6,0.4,0.6
 09/11  7:13,10,35,0.4,0.6,0.4,0.6
 09/11  7:14,10,35,0.4,0.6,0.4,0.6
 09/11  7:15,10,35,0.4,0.6,0.4,0.6
 09/11  7:16,10,35,0.4,0.6,0.4,0.6
 09/11  7:17,10,35,0.4,0.6,0.4,0.6
 09/11  7:18,10,35,0.4,0.6,0.4,0.6
 09/11  7:19,10,35,0.4,0.6,0.4,0.6
 09/11  7:20,10,35,0.4,0.6,0.4,0.6
 09/11  7:21,10,35,0.4,0.6,0.4,0.6
 09/11  7:22,10,35,0.4,0.6,0.4,0.6
 09/11  7:23,10,35,0.4,0.6,0.4,0.6
 09/11  7:24,10,35,0.4,0.6,0.4,0.6
 09/11  7:25,10,35,0.4,0.6,0.4,0.6
 09/11  7:26,10,35,0.4,0.6,0.4,0.6
 09/11  7:27,10,35,0.4,0.6,0.4,0.6
 09/11  7:28,10,35,0.4,0.6,0.4,0.6
 09/11  7:29,10,35,0.4,0.6,0.4,0.6
 09/11  7:30,10,35,0.4,0.6,0.4,0.6
 09/11  7:31,10,35,0.4,0.6,0.4,0.6
 09/11  7:32,10,35,0.4,0.6,0.4,0.6
 09/11  7:33,10,35,0.4,0.6,0.4,0.6
 09/11  7:34,10,35,0.4,0.6,0.4,0.6
 09/11  7:35,10,35,0.4,0.6,0.4,0.6
 09/11  7:36,10,35,0.4,0.6,0.4,0.6
 09/11  7:37,10,35,0.4,0.6,0.4,0.6
 09/11  7:38,10,35,0.4,0.6,0.4,0.6
 09/11  7:39,10,35,0.4,0.6,0.4,0.6
 09/11  7:40,10,35,0.4,0.6,0.4,0.6
 09/11  7:41,10,35,0.4,0.6,0.4,0.6
 09/11  7:42,10,35,0.4,0.6,0.4,0.6
 09/11  7:43,10,35,0.4,0.6,0.4,0.6
 09/11  7:44,10,35,0.4,0.6,0.4,0.6
 09/11  7:45,10,35,0.4,0.6,0.4,0.6
 09/11  7:46,10,35,0.4,0.6,0.4,0.6
 09/11  7:47,10,35,0.4,0.6,0.4,0.6
 09/11  7:48,10,35,0.4,0.6,0.4,0.6
 09/11  7:49,10,35,0.4,0.6,0.4,0.6
 09/11  7:50,10,35,0.4,0.6,0.4,0.6
 09/11  7:51,10,35,0.4,0.6,0.4,0.6
 09/11  7:52,10,35,0.4,0.6,0.4,0.6
 09/11  7:53,10,35,0.4,0.6,0.4,0.6
 09/11  7:54,10,35,0.4,0.6,0.4,0.6
 09/11  7:55,10,35,0.4,0.6,0.4,0.6
 09/11  7:56,10,35,0.4,0.6,0.4,0.6
 09/11  7:57,10,35,0.4,0.6,0.4,0.6
 09/11  7:58,10,35,0.4,0.6,0.4,0.6
 09/11  7:59,10,35,0.4,0.6,0.4,0.6
 09/11  8:00,10,35,0.4,0.6,0.4,0.6
 09/11  8:01,10,35,0.4,0.6,0.4,0.6
 09/11  8:02,10,35,0.4,0.6,0.4,0.6
 09/11  8:03,10,35,0.4,0.6,0.4,0.6
 09/11  8:04,10,35,0.4,0.6,0.4,0.6
 09/11  8:05,10,35,0.4,0.6,0.4,0.6
 09/11  8:06,10,35,0.4,0.6,0.4,0.6
 09/11  8:07,10,35,0.4,0.6,0.4,0.6
 09/11  8:08,10,35,0.4,0.6,0.4,0.6
 09/11  8:09,10,35,0.4,0.6,0.4,0.6
 09/11  8:10,10,35,0.4,0.6,0.4,0.6
 09/11  8:11,10,35,0.4,0.6,0.4,0.6
 09/11  8:12,10,35,0.4,0.6,0.4,0.6
 09/11  8:13,10,35,0.4,0.6,0.4,0.6
 09/11  8:14,10,35,0.4,0.6,0.4,0.6
 09/11  8:15,10,35,0.4,0.6,0.4,0.6
 09/11  8:16,10,35,0.4,0.6,0.4,0.6
 09/11  8:17,10,35,0.4,0.6,0.4,0.6
 09/11  8:18,10,35,0.4,0.6,0.4,0.6
 09/11  8:19,10,35,0.4,0.6,0.4,0.6
 09/11  8:20,10,35,0.4,0.6,0.4,0.6
 09/11  8:21,10,35,0.4,0.6,0.4,0.6
 09/11  8:22,10,35,0.4,0.6,0.4,0.6
 09/11  8:23,10,35,0.4,0.6,0.4,0.6
 09/11  8:24,10,35,0.4,0.6,0.4,0.6
 09/11  8:25,10,35,0.4,0.6,0.4,0.6
 09/11  8:26,10,35,0.4,0.6,0.4,0.6
 09/11  8:27,10,35,0.4,0.6,0.4,0.6
 09/11  8:28,10,35,0.4,0.6,0.4,0.6
 09/11  8:29,10,35,0.4,0.6,0.4,0.6
 09/11  8:30,10,35,0.4,0.6,0.4,0.6
 09/11  8:31,10,35,0.4,0.6,0.4,0.6
 09/11  8:32,10,35,0.4,0.6,0.4,0.6
 09/11  8:33,10,35,0.4,0.6,0.4,0.6
 09/11  8:34,10,35,0.4,0.6,0.4,0.6
 09/11  8:35,10,35,0.4,0.6,0.4,0.6
 09/11  8:36,10,35,0.4,0.6,0.4,0.6
 09/11  8:37,10,35,0.4,0.6,0.4,0.6
 09/11  8:38,10,35,0.4,0.6,0.4,0.6
 09/11  8:39,10,35,0.4,0.6,0.4,0.6
 09/11  8:40,10,35,0.4,0.6,0.4,0.6
 09/11  8:41,10,35,0.4,0.6,0.4,0.6
 09/11  8:42,10,35,0.4,0.6,0.4,0.6
 09/11  8:43,10,35,0.4,0.6,0.4,0.6
 09/11  8:44,10,35,0.4,0.6,0.4,0.6
 09/11  8:45,10,35,0.4,0.6,0.4,0.6
 09/11  8:46,10,35,0.4,0.6,0.4,0.6
 09/11  8:47,10,35,0.4,0.6,0.4,0.6
 09/11  8:48,10,35,0.4,0.6,0.4,0.6
 09/11  8:49,10,35,0.4,0.6,0.4,0.6
 09/11  8:50,10,35,0.4,0.6,0.4,0.6
 09/11  8:51,10,35,0.4,0.6,0.4,0.6
 09/11  8:52,10,35,0.4,0.6,0.4,0.6
 09/11  8:53,10,35,0.4,0.6,0.4,0.6
 09/11  8:54,10,35,0.4,0.6,0.4,0.6
 09/11  8:55,10,35,0.4,0.6,0.4,0.6
 09/11  8:56,10,35,0.4,0.6,0.4,0.6
 09/11  8:57,10,35,0.4,0.6,0.4,0.6
 09/11  8:58,10,35,0.4,0.6,0.4,0.6
 09/11  8:59,10,35,0.4,0.6,0.4,0.6
 09/11  9:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:30,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:31,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:32,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:33,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:34,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:35,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:36,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:37,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:38,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:39,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:40,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:41,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:42,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:43,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:44,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:45,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:46,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:47,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:48,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:49,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:50,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:51,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:52,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:53,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:54,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:55,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:56,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:57,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:58,10,21.7,0.4,0.6,0.4,0.6
 09/11  9:59,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:30,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:31,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:32,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:33,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:34,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:35,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:36,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:37,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:38,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:39,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:40,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:41,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:42,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:43,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:44,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:45,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:46,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:47,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:48,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:49,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:50,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:51,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:52,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:53,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:54,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:55,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:56,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:57,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:58,10,21.7,0.4,0.6,0.4,0.6
 09/11  10:59,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:30,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:31,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:32,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:33,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:34,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:35,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:36,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:37,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:38,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:39,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:40,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:41,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:42,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:43,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:44,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:45,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:46,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:47,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:48,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:49,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:50,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:51,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:52,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:53,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:54,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:55,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:56,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:57,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:58,10,21.7,0.4,0.6,0.4,0.6
 09/11  11:59,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:30,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:31,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:32,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:33,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:34,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:35,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:36,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:37,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:38,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:39,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:40,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:41,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:42,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:43,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:44,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:45,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:46,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:47,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:48,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:49,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:50,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:51,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:52,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:53,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:54,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:55,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:56,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:57,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:58,10,21.7,0.4,0.6,0.4,0.6
 09/11  12:59,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:30,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:31,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:32,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:33,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:34,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:35,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:36,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:37,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:38,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:39,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:40,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:41,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:42,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:43,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:44,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:45,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:46,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:47,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:48,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:49,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:50,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:51,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:52,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:53,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:54,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:55,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:56,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:57,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:58,10,21.7,0.4,0.6,0.4,0.6
 09/11  13:59,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:00,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:01,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:02,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:03,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:04,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:05,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:06,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:07,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:08,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:09,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:10,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:11,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:12,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:13,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:14,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:15,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:16,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:17,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:18,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:19,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:20,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:21,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:22,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:23,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:24,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:25,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:26,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:27,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:28,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:29,10,21.7,0.4,0.6,0.4,0.6
 09/11  14:30,10,21.7,0.4,0.6,0.4,0.6
