datetime,Heating Setpoint (New),Cooling Setpoint (New),Heating Deadband Up,Heating Deadband Down,Cooling Deadband Up,Cooling Deadband Down
 08/17  14:50,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:51,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:52,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:53,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:54,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:55,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:56,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:57,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:58,10,21.7,0.4,0.4,0.4,0.4
 08/17  14:59,10,21.7,0.4,0.4,0.4,0.4
 08/17  15:00,10,26.1,0.3,1,0.3,1
 08/17  15:01,10,26.1,0.3,1,0.3,1
 08/17  15:02,10,26.1,0.3,1,0.3,1
 08/17  15:03,10,26.1,0.3,1,0.3,1
 08/17  15:04,10,26.1,0.3,1,0.3,1
 08/17  15:05,10,26.1,0.3,1,0.3,1
 08/17  15:06,10,26.1,0.3,1,0.3,1
 08/17  15:07,10,26.1,0.3,1,0.3,1
 08/17  15:08,10,26.1,0.3,1,0.3,1
 08/17  15:09,10,26.1,0.3,1,0.3,1
 08/17  15:10,10,26.1,0.3,1,0.3,1
 08/17  15:11,10,26.1,0.3,1,0.3,1
 08/17  15:12,10,26.1,0.3,1,0.3,1
 08/17  15:13,10,26.1,0.3,1,0.3,1
 08/17  15:14,10,26.1,0.3,1,0.3,1
 08/17  15:15,10,26.1,0.3,1,0.3,1
 08/17  15:16,10,26.1,0.3,1,0.3,1
 08/17  15:17,10,26.1,0.3,1,0.3,1
 08/17  15:18,10,26.1,0.3,1,0.3,1
 08/17  15:19,10,26.1,0.3,1,0.3,1
 08/17  15:20,10,26.1,0.3,1,0.3,1
 08/17  15:21,10,26.1,0.3,1,0.3,1
 08/17  15:22,10,26.1,0.3,1,0.3,1
 08/17  15:23,10,26.1,0.3,1,0.3,1
 08/17  15:24,10,26.1,0.3,1,0.3,1
 08/17  15:25,10,26.1,0.3,1,0.3,1
 08/17  15:26,10,26.1,0.3,1,0.3,1
 08/17  15:27,10,26.1,0.3,1,0.3,1
 08/17  15:28,10,26.1,0.3,1,0.3,1
 08/17  15:29,10,26.1,0.3,1,0.3,1
 08/17  15:30,10,26.1,0.3,1,0.3,1
 08/17  15:31,10,26.1,0.3,1,0.3,1
 08/17  15:32,10,26.1,0.3,1,0.3,1
 08/17  15:33,10,26.1,0.3,1,0.3,1
 08/17  15:34,10,26.1,0.3,1,0.3,1
 08/17  15:35,10,26.1,0.3,1,0.3,1
 08/17  15:36,10,26.1,0.3,1,0.3,1
 08/17  15:37,10,26.1,0.3,1,0.3,1
 08/17  15:38,10,26.1,0.3,1,0.3,1
 08/17  15:39,10,26.1,0.3,1,0.3,1
 08/17  15:40,10,26.1,0.3,1,0.3,1
 08/17  15:41,10,26.1,0.3,1,0.3,1
 08/17  15:42,10,26.1,0.3,1,0.3,1
 08/17  15:43,10,26.1,0.3,1,0.3,1
 08/17  15:44,10,26.1,0.3,1,0.3,1
 08/17  15:45,10,26.1,0.3,1,0.3,1
 08/17  15:46,10,26.1,0.3,1,0.3,1
 08/17  15:47,10,26.1,0.3,1,0.3,1
 08/17  15:48,10,26.1,0.3,1,0.3,1
 08/17  15:49,10,26.1,0.3,1,0.3,1
 08/17  15:50,10,26.1,0.3,1,0.3,1
 08/17  15:51,10,26.1,0.3,1,0.3,1
 08/17  15:52,10,26.1,0.3,1,0.3,1
 08/17  15:53,10,26.1,0.3,1,0.3,1
 08/17  15:54,10,26.1,0.3,1,0.3,1
 08/17  15:55,10,26.1,0.3,1,0.3,1
 08/17  15:56,10,26.1,0.3,1,0.3,1
 08/17  15:57,10,26.1,0.3,1,0.3,1
 08/17  15:58,10,26.1,0.3,1,0.3,1
 08/17  15:59,10,26.1,0.3,1,0.3,1
 08/17  16:00,10,26.1,0.3,1,0.3,1
 08/17  16:01,10,26.1,0.3,1,0.3,1
 08/17  16:02,10,26.1,0.3,1,0.3,1
 08/17  16:03,10,26.1,0.3,1,0.3,1
 08/17  16:04,10,26.1,0.3,1,0.3,1
 08/17  16:05,10,26.1,0.3,1,0.3,1
 08/17  16:06,10,26.1,0.3,1,0.3,1
 08/17  16:07,10,26.1,0.3,1,0.3,1
 08/17  16:08,10,26.1,0.3,1,0.3,1
 08/17  16:09,10,26.1,0.3,1,0.3,1
 08/17  16:10,10,26.1,0.3,1,0.3,1
 08/17  16:11,10,26.1,0.3,1,0.3,1
 08/17  16:12,10,26.1,0.3,1,0.3,1
 08/17  16:13,10,26.1,0.3,1,0.3,1
 08/17  16:14,10,26.1,0.3,1,0.3,1
 08/17  16:15,10,26.1,0.3,1,0.3,1
 08/17  16:16,10,26.1,0.3,1,0.3,1
 08/17  16:17,10,26.1,0.3,1,0.3,1
 08/17  16:18,10,26.1,0.3,1,0.3,1
 08/17  16:19,10,26.1,0.3,1,0.3,1
 08/17  16:20,10,26.1,0.3,1,0.3,1
 08/17  16:21,10,26.1,0.3,1,0.3,1
 08/17  16:22,10,26.1,0.3,1,0.3,1
 08/17  16:23,10,26.1,0.3,1,0.3,1
 08/17  16:24,10,26.1,0.3,1,0.3,1
 08/17  16:25,10,26.1,0.3,1,0.3,1
 08/17  16:26,10,26.1,0.3,1,0.3,1
 08/17  16:27,10,26.1,0.3,1,0.3,1
 08/17  16:28,10,26.1,0.3,1,0.3,1
 08/17  16:29,10,26.1,0.3,1,0.3,1
 08/17  16:30,10,26.1,0.3,1,0.3,1
 08/17  16:31,10,26.1,0.3,1,0.3,1
 08/17  16:32,10,26.1,0.3,1,0.3,1
 08/17  16:33,10,26.1,0.3,1,0.3,1
 08/17  16:34,10,26.1,0.3,1,0.3,1
 08/17  16:35,10,26.1,0.3,1,0.3,1
 08/17  16:36,10,26.1,0.3,1,0.3,1
 08/17  16:37,10,26.1,0.3,1,0.3,1
 08/17  16:38,10,26.1,0.3,1,0.3,1
 08/17  16:39,10,26.1,0.3,1,0.3,1
 08/17  16:40,10,26.1,0.3,1,0.3,1
 08/17  16:41,10,26.1,0.3,1,0.3,1
 08/17  16:42,10,26.1,0.3,1,0.3,1
 08/17  16:43,10,26.1,0.3,1,0.3,1
 08/17  16:44,10,26.1,0.3,1,0.3,1
 08/17  16:45,10,26.1,0.3,1,0.3,1
 08/17  16:46,10,26.1,0.3,1,0.3,1
 08/17  16:47,10,26.1,0.3,1,0.3,1
 08/17  16:48,10,26.1,0.3,1,0.3,1
 08/17  16:49,10,26.1,0.3,1,0.3,1
 08/17  16:50,10,26.1,0.3,1,0.3,1
 08/17  16:51,10,26.1,0.3,1,0.3,1
 08/17  16:52,10,26.1,0.3,1,0.3,1
 08/17  16:53,10,26.1,0.3,1,0.3,1
 08/17  16:54,10,26.1,0.3,1,0.3,1
 08/17  16:55,10,26.1,0.3,1,0.3,1
 08/17  16:56,10,26.1,0.3,1,0.3,1
 08/17  16:57,10,26.1,0.3,1,0.3,1
 08/17  16:58,10,26.1,0.3,1,0.3,1
 08/17  16:59,10,26.1,0.3,1,0.3,1
 08/17  17:00,10,26.1,0.3,1,0.3,1
 08/17  17:01,10,26.1,0.3,1,0.3,1
 08/17  17:02,10,26.1,0.3,1,0.3,1
 08/17  17:03,10,26.1,0.3,1,0.3,1
 08/17  17:04,10,26.1,0.3,1,0.3,1
 08/17  17:05,10,26.1,0.3,1,0.3,1
 08/17  17:06,10,26.1,0.3,1,0.3,1
 08/17  17:07,10,26.1,0.3,1,0.3,1
 08/17  17:08,10,26.1,0.3,1,0.3,1
 08/17  17:09,10,26.1,0.3,1,0.3,1
 08/17  17:10,10,26.1,0.3,1,0.3,1
 08/17  17:11,10,26.1,0.3,1,0.3,1
 08/17  17:12,10,26.1,0.3,1,0.3,1
 08/17  17:13,10,26.1,0.3,1,0.3,1
 08/17  17:14,10,26.1,0.3,1,0.3,1
 08/17  17:15,10,26.1,0.3,1,0.3,1
 08/17  17:16,10,26.1,0.3,1,0.3,1
 08/17  17:17,10,26.1,0.3,1,0.3,1
 08/17  17:18,10,26.1,0.3,1,0.3,1
 08/17  17:19,10,26.1,0.3,1,0.3,1
 08/17  17:20,10,26.1,0.3,1,0.3,1
 08/17  17:21,10,26.1,0.3,1,0.3,1
 08/17  17:22,10,26.1,0.3,1,0.3,1
 08/17  17:23,10,26.1,0.3,1,0.3,1
 08/17  17:24,10,26.1,0.3,1,0.3,1
 08/17  17:25,10,26.1,0.3,1,0.3,1
 08/17  17:26,10,26.1,0.3,1,0.3,1
 08/17  17:27,10,26.1,0.3,1,0.3,1
 08/17  17:28,10,26.1,0.3,1,0.3,1
 08/17  17:29,10,26.1,0.3,1,0.3,1
 08/17  17:30,10,26.1,0.3,1,0.3,1
 08/17  17:31,10,26.1,0.3,1,0.3,1
 08/17  17:32,10,26.1,0.3,1,0.3,1
 08/17  17:33,10,26.1,0.3,1,0.3,1
 08/17  17:34,10,26.1,0.3,1,0.3,1
 08/17  17:35,10,26.1,0.3,1,0.3,1
 08/17  17:36,10,26.1,0.3,1,0.3,1
 08/17  17:37,10,26.1,0.3,1,0.3,1
 08/17  17:38,10,26.1,0.3,1,0.3,1
 08/17  17:39,10,26.1,0.3,1,0.3,1
 08/17  17:40,10,26.1,0.3,1,0.3,1
 08/17  17:41,10,26.1,0.3,1,0.3,1
 08/17  17:42,10,26.1,0.3,1,0.3,1
 08/17  17:43,10,26.1,0.3,1,0.3,1
 08/17  17:44,10,26.1,0.3,1,0.3,1
 08/17  17:45,10,26.1,0.3,1,0.3,1
 08/17  17:46,10,26.1,0.3,1,0.3,1
 08/17  17:47,10,26.1,0.3,1,0.3,1
 08/17  17:48,10,26.1,0.3,1,0.3,1
 08/17  17:49,10,26.1,0.3,1,0.3,1
 08/17  17:50,10,26.1,0.3,1,0.3,1
 08/17  17:51,10,26.1,0.3,1,0.3,1
 08/17  17:52,10,26.1,0.3,1,0.3,1
 08/17  17:53,10,26.1,0.3,1,0.3,1
 08/17  17:54,10,26.1,0.3,1,0.3,1
 08/17  17:55,10,26.1,0.3,1,0.3,1
 08/17  17:56,10,26.1,0.3,1,0.3,1
 08/17  17:57,10,26.1,0.3,1,0.3,1
 08/17  17:58,10,26.1,0.3,1,0.3,1
 08/17  17:59,10,26.1,0.3,1,0.3,1
 08/17  18:00,10,26.1,0.3,1,0.3,1
 08/17  18:01,10,26.1,0.3,1,0.3,1
 08/17  18:02,10,26.1,0.3,1,0.3,1
 08/17  18:03,10,26.1,0.3,1,0.3,1
 08/17  18:04,10,26.1,0.3,1,0.3,1
 08/17  18:05,10,26.1,0.3,1,0.3,1
 08/17  18:06,10,26.1,0.3,1,0.3,1
 08/17  18:07,10,26.1,0.3,1,0.3,1
 08/17  18:08,10,26.1,0.3,1,0.3,1
 08/17  18:09,10,26.1,0.3,1,0.3,1
 08/17  18:10,10,26.1,0.3,1,0.3,1
 08/17  18:11,10,26.1,0.3,1,0.3,1
 08/17  18:12,10,26.1,0.3,1,0.3,1
 08/17  18:13,10,26.1,0.3,1,0.3,1
 08/17  18:14,10,26.1,0.3,1,0.3,1
 08/17  18:15,10,26.1,0.3,1,0.3,1
 08/17  18:16,10,26.1,0.3,1,0.3,1
 08/17  18:17,10,26.1,0.3,1,0.3,1
 08/17  18:18,10,26.1,0.3,1,0.3,1
 08/17  18:19,10,26.1,0.3,1,0.3,1
 08/17  18:20,10,26.1,0.3,1,0.3,1
 08/17  18:21,10,26.1,0.3,1,0.3,1
 08/17  18:22,10,26.1,0.3,1,0.3,1
 08/17  18:23,10,26.1,0.3,1,0.3,1
 08/17  18:24,10,26.1,0.3,1,0.3,1
 08/17  18:25,10,26.1,0.3,1,0.3,1
 08/17  18:26,10,26.1,0.3,1,0.3,1
 08/17  18:27,10,26.1,0.3,1,0.3,1
 08/17  18:28,10,26.1,0.3,1,0.3,1
 08/17  18:29,10,26.1,0.3,1,0.3,1
 08/17  18:30,10,26.1,0.3,1,0.3,1
 08/17  18:31,10,26.1,0.3,1,0.3,1
 08/17  18:32,10,26.1,0.3,1,0.3,1
 08/17  18:33,10,26.1,0.3,1,0.3,1
 08/17  18:34,10,26.1,0.3,1,0.3,1
 08/17  18:35,10,26.1,0.3,1,0.3,1
 08/17  18:36,10,26.1,0.3,1,0.3,1
 08/17  18:37,10,26.1,0.3,1,0.3,1
 08/17  18:38,10,26.1,0.3,1,0.3,1
 08/17  18:39,10,26.1,0.3,1,0.3,1
 08/17  18:40,10,26.1,0.3,1,0.3,1
 08/17  18:41,10,26.1,0.3,1,0.3,1
 08/17  18:42,10,26.1,0.3,1,0.3,1
 08/17  18:43,10,26.1,0.3,1,0.3,1
 08/17  18:44,10,26.1,0.3,1,0.3,1
 08/17  18:45,10,26.1,0.3,1,0.3,1
 08/17  18:46,10,26.1,0.3,1,0.3,1
 08/17  18:47,10,26.1,0.3,1,0.3,1
 08/17  18:48,10,26.1,0.3,1,0.3,1
 08/17  18:49,10,26.1,0.3,1,0.3,1
 08/17  18:50,10,26.1,0.3,1,0.3,1
 08/17  18:51,10,26.1,0.3,1,0.3,1
 08/17  18:52,10,26.1,0.3,1,0.3,1
 08/17  18:53,10,26.1,0.3,1,0.3,1
 08/17  18:54,10,26.1,0.3,1,0.3,1
 08/17  18:55,10,26.1,0.3,1,0.3,1
 08/17  18:56,10,26.1,0.3,1,0.3,1
 08/17  18:57,10,26.1,0.3,1,0.3,1
 08/17  18:58,10,26.1,0.3,1,0.3,1
 08/17  18:59,10,26.1,0.3,1,0.3,1
 08/17  19:00,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:01,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:02,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:03,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:04,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:05,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:06,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:07,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:08,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:09,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:10,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:11,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:12,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:13,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:14,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:15,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:16,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:17,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:18,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:19,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:20,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:21,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:22,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:23,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:24,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:25,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:26,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:27,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:28,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:29,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:30,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:31,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:32,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:33,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:34,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:35,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:36,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:37,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:38,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:39,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:40,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:41,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:42,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:43,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:44,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:45,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:46,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:47,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:48,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:49,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:50,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:51,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:52,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:53,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:54,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:55,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:56,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:57,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:58,10,24.4,0.4,0.7,0.4,0.7
 08/17  19:59,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:00,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:01,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:02,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:03,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:04,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:05,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:06,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:07,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:08,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:09,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:10,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:11,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:12,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:13,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:14,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:15,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:16,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:17,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:18,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:19,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:20,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:21,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:22,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:23,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:24,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:25,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:26,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:27,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:28,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:29,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:30,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:31,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:32,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:33,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:34,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:35,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:36,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:37,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:38,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:39,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:40,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:41,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:42,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:43,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:44,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:45,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:46,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:47,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:48,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:49,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:50,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:51,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:52,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:53,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:54,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:55,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:56,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:57,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:58,10,24.4,0.4,0.7,0.4,0.7
 08/17  20:59,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:00,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:01,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:02,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:03,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:04,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:05,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:06,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:07,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:08,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:09,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:10,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:11,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:12,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:13,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:14,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:15,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:16,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:17,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:18,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:19,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:20,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:21,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:22,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:23,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:24,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:25,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:26,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:27,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:28,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:29,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:30,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:31,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:32,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:33,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:34,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:35,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:36,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:37,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:38,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:39,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:40,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:41,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:42,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:43,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:44,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:45,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:46,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:47,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:48,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:49,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:50,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:51,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:52,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:53,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:54,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:55,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:56,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:57,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:58,10,24.4,0.4,0.7,0.4,0.7
 08/17  21:59,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:00,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:01,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:02,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:03,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:04,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:05,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:06,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:07,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:08,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:09,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:10,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:11,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:12,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:13,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:14,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:15,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:16,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:17,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:18,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:19,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:20,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:21,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:22,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:23,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:24,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:25,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:26,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:27,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:28,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:29,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:30,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:31,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:32,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:33,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:34,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:35,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:36,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:37,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:38,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:39,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:40,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:41,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:42,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:43,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:44,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:45,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:46,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:47,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:48,10,24.4,0.4,0.7,0.4,0.7
 08/17  22:49,10,24.4,0.4,0.7,0.4,0.7
